a	3.2984103720405864
b	4.484982088729677
c	6.297198189423022
d	4.981442307692308
e	5.50173998857321
f	4.93599729089062
g	5.2176006603687055
h	4.0128524812215245
i	2.20296884412796
j	5.2003434459072695
k	4.689510625852993
l	4.7309130076664765
m	4.019652084050982
n	3.814615412224974
o	2.877669991346723
p	6.284068618709655
q	5.910168195718654
r	6.073921698739217
s	4.989131216124905
t	3.8422672615896545
u	4.64073952521606
v	5.596527674729188
w	4.433325808636202
x	3.174757281553398
y	3.543181989308034
z	5.04054054054054
